h 	 pve 	 rho 	 pge 	 pi 	 n_gamma
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
9.970537e-01	9.548010e-01	9.997411e-01	9.971580e-01	4.249402e-03	7	
